"Codice comune","Comune","Sesso","Popolazione censita al 1° gennaio","Nati vivi","Morti","Saldo naturale","Immigrati da altro comune","Emigrati per altro comune","Saldo migratorio interno","Immigrati dall'estero","Emigrati per l'estero","Saldo migratorio con l'estero","Unità in più/meno dovute a variazioni territoriali","Aggiustamento statistico","Saldo totale","Popolazione censita al 31 dicembre","Numero di famiglie al 31 dicembre","Popolazione censita al 31 dicembre residente in famiglia","Numero medio di componenti per famiglia al 31 dicembre","Numero di convivenze al 31 dicembre","Popolazione censita al 31 dicembre residente in convivenza"
"007001","Allein","Maschi","107","0","4","-4","6","4","2","0","0","0","0","1","-1","106","","106","","","0"
"007001","Allein","Femmine","106","0","1","-1","3","5","-2","2","0","2","0","-1","-2","104","","104","","","0"
"007001","Allein","Totale","213","0","5","-5","9","9","0","2","0","2","0","0","-3","210","115","210","1.8","0","0"
"007002","Antey-Saint-André","Maschi","290","5","6","-1","5","14","-9","2","0","2","0","-4","-12","278","","276","","","2"
"007002","Antey-Saint-André","Femmine","294","0","1","-1","8","11","-3","2","0","2","0","-5","-7","287","","284","","","3"
"007002","Antey-Saint-André","Totale","584","5","7","-2","13","25","-12","4","0","4","0","-9","-19","565","284","560","2.0","2","5"
"007003","Aosta","Maschi","15981","117","188","-71","516","532","-16","92","34","58","0","-93","-122","15859","","15683","","","176"
"007003","Aosta","Femmine","18188","106","216","-110","548","519","29","102","31","71","0","-121","-131","18057","","17863","","","194"
"007003","Aosta","Totale","34169","223","404","-181","1064","1051","13","194","65","129","0","-214","-253","33916","16510","33546","2.0","36","370"
"007004","Arnad","Maschi","602","4","7","-3","13","18","-5","2","3","-1","0","0","-9","593","","588","","","5"
"007004","Arnad","Femmine","653","5","12","-7","19","14","5","3","4","-1","0","2","-1","652","","644","","","8"
"007004","Arnad","Totale","1255","9","19","-10","32","32","0","5","7","-2","0","2","-10","1245","598","1232","2.1","1","13"
"007005","Arvier","Maschi","435","4","4","0","11","15","-4","3","3","0","0","0","-4","431","","431","","","0"
"007005","Arvier","Femmine","444","7","5","2","12","17","-5","1","2","-1","0","-1","-5","439","","439","","","0"
"007005","Arvier","Totale","879","11","9","2","23","32","-9","4","5","-1","0","-1","-9","870","408","870","2.1","0","0"
"007006","Avise","Maschi","148","0","2","-2","2","0","2","0","0","0","0","0","0","148","","148","","","0"
"007006","Avise","Femmine","162","0","2","-2","1","2","-1","0","1","-1","0","0","-4","158","","158","","","0"
"007006","Avise","Totale","310","0","4","-4","3","2","1","0","1","-1","0","0","-4","306","141","306","2.2","0","0"
"007007","Ayas","Maschi","698","7","7","0","17","9","8","1","6","-5","0","0","3","701","","701","","","0"
"007007","Ayas","Femmine","681","7","4","3","15","7","8","4","5","-1","0","1","11","692","","692","","","0"
"007007","Ayas","Totale","1379","14","11","3","32","16","16","5","11","-6","0","1","14","1393","670","1393","2.1","0","0"
"007008","Aymavilles","Maschi","1006","10","11","-1","51","37","14","3","2","1","0","3","17","1023","","1022","","","1"
"007008","Aymavilles","Femmine","1055","8","10","-2","61","31","30","7","5","2","0","-4","26","1081","","1075","","","6"
"007008","Aymavilles","Totale","2061","18","21","-3","112","68","44","10","7","3","0","-1","43","2104","964","2097","2.2","1","7"
"007009","Bard","Maschi","54","0","2","-2","6","3","3","0","0","0","0","0","1","55","","55","","","0"
"007009","Bard","Femmine","67","0","0","0","4","3","1","0","0","0","0","-1","0","67","","67","","","0"
"007009","Bard","Totale","121","0","2","-2","10","6","4","0","0","0","0","-1","1","122","59","122","2.0","0","0"
"007010","Bionaz","Maschi","121","0","2","-2","2","5","-3","0","0","0","0","0","-5","116","","116","","","0"
"007010","Bionaz","Femmine","108","1","0","1","1","2","-1","1","0","1","0","0","1","109","","109","","","0"
"007010","Bionaz","Totale","229","1","2","-1","3","7","-4","1","0","1","0","0","-4","225","123","225","1.8","0","0"
"007011","Brissogne","Maschi","500","3","4","-1","23","35","-12","2","1","1","0","0","-12","488","","455","","","33"
"007011","Brissogne","Femmine","463","4","4","0","20","19","1","2","5","-3","0","-1","-3","460","","456","","","4"
"007011","Brissogne","Totale","963","7","8","-1","43","54","-11","4","6","-2","0","-1","-15","948","415","911","2.2","2","37"
"007012","Brusson","Maschi","445","1","5","-4","12","18","-6","1","1","0","0","-1","-11","434","","420","","","14"
"007012","Brusson","Femmine","470","3","8","-5","8","25","-17","1","0","1","0","0","-21","449","","445","","","4"
"007012","Brusson","Totale","915","4","13","-9","20","43","-23","2","1","1","0","-1","-32","883","429","865","2.0","3","18"
"007013","Challand-Saint-Anselme","Maschi","378","3","5","-2","8","5","3","3","2","1","0","-1","1","379","","379","","","0"
"007013","Challand-Saint-Anselme","Femmine","384","2","6","-4","9","8","1","1","2","-1","0","-1","-5","379","","373","","","6"
"007013","Challand-Saint-Anselme","Totale","762","5","11","-6","17","13","4","4","4","0","0","-2","-4","758","353","752","2.1","1","6"
"007014","Challand-Saint-Victor","Maschi","276","3","4","-1","3","9","-6","0","1","-1","0","-1","-9","267","","267","","","0"
"007014","Challand-Saint-Victor","Femmine","293","1","2","-1","0","9","-9","0","2","-2","0","0","-12","281","","281","","","0"
"007014","Challand-Saint-Victor","Totale","569","4","6","-2","3","18","-15","0","3","-3","0","-1","-21","548","284","548","1.9","0","0"
"007015","Chambave","Maschi","478","3","3","0","15","22","-7","0","4","-4","0","-5","-16","462","","462","","","0"
"007015","Chambave","Femmine","464","0","8","-8","22","23","-1","3","0","3","0","-1","-7","457","","457","","","0"
"007015","Chambave","Totale","942","3","11","-8","37","45","-8","3","4","-1","0","-6","-23","919","456","919","2.0","0","0"
"007016","Chamois","Maschi","55","0","2","-2","4","0","4","0","0","0","0","0","2","57","","57","","","0"
"007016","Chamois","Femmine","43","0","1","-1","0","1","-1","0","0","0","0","0","-2","41","","41","","","0"
"007016","Chamois","Totale","98","0","3","-3","4","1","3","0","0","0","0","0","0","98","65","98","1.5","0","0"
"007017","Champdepraz","Maschi","349","5","1","4","6","13","-7","0","2","-2","0","-1","-6","343","","343","","","0"
"007017","Champdepraz","Femmine","380","2","6","-4","15","17","-2","2","0","2","0","-5","-9","371","","371","","","0"
"007017","Champdepraz","Totale","729","7","7","0","21","30","-9","2","2","0","0","-6","-15","714","345","714","2.1","0","0"
"007018","Champorcher","Maschi","212","0","1","-1","3","9","-6","3","0","3","0","-4","-8","204","","204","","","0"
"007018","Champorcher","Femmine","197","0","3","-3","2","6","-4","1","0","1","0","-1","-7","190","","190","","","0"
"007018","Champorcher","Totale","409","0","4","-4","5","15","-10","4","0","4","0","-5","-15","394","226","394","1.7","0","0"
"007019","Charvensod","Maschi","1157","5","11","-6","58","66","-8","2","3","-1","0","3","-12","1145","","1145","","","0"
"007019","Charvensod","Femmine","1205","7","12","-5","56","66","-10","3","0","3","0","0","-12","1193","","1192","","","1"
"007019","Charvensod","Totale","2362","12","23","-11","114","132","-18","5","3","2","0","3","-24","2338","1088","2337","2.2","1","1"
"007020","Châtillon","Maschi","2230","10","27","-17","64","83","-19","13","26","-13","0","0","-49","2181","","2127","","","54"
"007020","Châtillon","Femmine","2358","18","25","-7","60","72","-12","11","7","4","0","0","-15","2343","","2331","","","12"
"007020","Châtillon","Totale","4588","28","52","-24","124","155","-31","24","33","-9","0","0","-64","4524","2161","4458","2.1","8","66"
"007021","Cogne","Maschi","692","5","16","-11","21","12","9","4","2","2","0","0","0","692","","689","","","3"
"007021","Cogne","Femmine","697","5","9","-4","14","18","-4","5","8","-3","0","-1","-12","685","","685","","","0"
"007021","Cogne","Totale","1389","10","25","-15","35","30","5","9","10","-1","0","-1","-12","1377","721","1374","1.9","1","3"
"007022","Courmayeur","Maschi","1388","9","16","-7","49","58","-9","10","3","7","0","2","-7","1381","","1380","","","1"
"007022","Courmayeur","Femmine","1383","7","12","-5","43","49","-6","12","4","8","0","0","-3","1380","","1380","","","0"
"007022","Courmayeur","Totale","2771","16","28","-12","92","107","-15","22","7","15","0","2","-10","2761","1424","2760","1.9","1","1"
"007023","Donnas","Maschi","1196","4","15","-11","38","34","4","1","1","0","0","-13","-20","1176","","1164","","","12"
"007023","Donnas","Femmine","1290","2","22","-20","46","44","2","7","4","3","0","-3","-18","1272","","1254","","","18"
"007023","Donnas","Totale","2486","6","37","-31","84","78","6","8","5","3","0","-16","-38","2448","1169","2418","2.1","1","30"
"007024","Doues","Maschi","256","0","4","-4","7","11","-4","1","1","0","0","-1","-9","247","","242","","","5"
"007024","Doues","Femmine","260","4","2","2","6","4","2","0","1","-1","0","2","5","265","","261","","","4"
"007024","Doues","Totale","516","4","6","-2","13","15","-2","1","2","-1","0","1","-4","512","255","503","2.0","1","9"
"007025","Emarèse","Maschi","115","1","0","1","2","2","0","0","0","0","0","-1","0","115","","113","","","2"
"007025","Emarèse","Femmine","104","2","1","1","5","3","2","1","1","0","0","1","4","108","","103","","","5"
"007025","Emarèse","Totale","219","3","1","2","7","5","2","1","1","0","0","0","4","223","105","216","2.0","1","7"
"007026","Etroubles","Maschi","261","0","6","-6","12","13","-1","3","4","-1","0","-2","-10","251","","251","","","0"
"007026","Etroubles","Femmine","243","1","3","-2","8","17","-9","1","2","-1","0","-1","-13","230","","230","","","0"
"007026","Etroubles","Totale","504","1","9","-8","20","30","-10","4","6","-2","0","-3","-23","481","237","481","2.0","0","0"
"007027","Fénis","Maschi","874","5","14","-9","40","29","11","4","10","-6","0","-5","-9","865","","864","","","1"
"007027","Fénis","Femmine","904","6","10","-4","50","37","13","10","12","-2","0","-7","0","904","","897","","","7"
"007027","Fénis","Totale","1778","11","24","-13","90","66","24","14","22","-8","0","-12","-9","1769","831","1761","2.1","1","8"
"007028","Fontainemore","Maschi","232","1","5","-4","2","5","-3","2","0","2","0","1","-4","228","","228","","","0"
"007028","Fontainemore","Femmine","202","2","3","-1","4","4","0","2","0","2","0","0","1","203","","203","","","0"
"007028","Fontainemore","Totale","434","3","8","-5","6","9","-3","4","0","4","0","1","-3","431","222","431","1.9","0","0"
"007029","Gaby","Maschi","235","2","3","-1","1","10","-9","1","1","0","0","0","-10","225","","224","","","1"
"007029","Gaby","Femmine","243","0","1","-1","9","18","-9","1","0","1","0","1","-8","235","","233","","","2"
"007029","Gaby","Totale","478","2","4","-2","10","28","-18","2","1","1","0","1","-18","460","257","457","1.8","1","3"
"007030","Gignod","Maschi","852","7","10","-3","42","35","7","3","3","0","0","3","7","859","","852","","","7"
"007030","Gignod","Femmine","847","8","6","2","37","31","6","2","1","1","0","0","9","856","","850","","","6"
"007030","Gignod","Totale","1699","15","16","-1","79","66","13","5","4","1","0","3","16","1715","787","1702","2.2","3","13"
"007031","Gressan","Maschi","1678","12","23","-11","74","72","2","7","9","-2","0","-5","-16","1662","","1656","","","6"
"007031","Gressan","Femmine","1730","15","15","0","71","72","-1","7","5","2","0","0","1","1731","","1720","","","11"
"007031","Gressan","Totale","3408","27","38","-11","145","144","1","14","14","0","0","-5","-15","3393","1582","3376","2.1","1","17"
"007032","Gressoney-La-Trinité","Maschi","145","2","3","-1","8","1","7","0","0","0","0","0","6","151","","151","","","0"
"007032","Gressoney-La-Trinité","Femmine","158","2","2","0","7","0","7","3","1","2","0","0","9","167","","167","","","0"
"007032","Gressoney-La-Trinité","Totale","303","4","5","-1","15","1","14","3","1","2","0","0","15","318","142","318","2.2","0","0"
"007033","Gressoney-Saint-Jean","Maschi","416","3","6","-3","7","9","-2","0","0","0","0","0","-5","411","","406","","","5"
"007033","Gressoney-Saint-Jean","Femmine","409","2","4","-2","10","11","-1","0","2","-2","0","-3","-8","401","","401","","","0"
"007033","Gressoney-Saint-Jean","Totale","825","5","10","-5","17","20","-3","0","2","-2","0","-3","-13","812","392","807","2.1","2","5"
"007034","Hône","Maschi","563","9","7","2","23","15","8","0","0","0","0","0","10","573","","566","","","7"
"007034","Hône","Femmine","602","7","9","-2","24","12","12","6","2","4","0","0","14","616","","610","","","6"
"007034","Hône","Totale","1165","16","16","0","47","27","20","6","2","4","0","0","24","1189","585","1176","2.0","2","13"
"007035","Introd","Maschi","329","3","1","2","13","10","3","0","2","-2","0","0","3","332","","330","","","2"
"007035","Introd","Femmine","330","2","7","-5","13","10","3","2","0","2","0","-1","-1","329","","324","","","5"
"007035","Introd","Totale","659","5","8","-3","26","20","6","2","2","0","0","-1","2","661","301","654","2.2","1","7"
"007036","Issime","Maschi","195","3","7","-4","8","3","5","3","0","3","0","0","4","199","","199","","","0"
"007036","Issime","Femmine","205","0","1","-1","10","5","5","1","2","-1","0","0","3","208","","208","","","0"
"007036","Issime","Totale","400","3","8","-5","18","8","10","4","2","2","0","0","7","407","216","407","1.9","0","0"
"007037","Issogne","Maschi","665","3","3","0","20","15","5","2","2","0","0","-1","4","669","","669","","","0"
"007037","Issogne","Femmine","677","5","6","-1","18","14","4","0","2","-2","0","2","3","680","","680","","","0"
"007037","Issogne","Totale","1342","8","9","-1","38","29","9","2","4","-2","0","1","7","1349","670","1349","2.0","0","0"
"007038","Jovençan","Maschi","372","2","1","1","25","32","-7","3","6","-3","0","-1","-10","362","","362","","","0"
"007038","Jovençan","Femmine","370","1","0","1","20","29","-9","4","4","0","0","-1","-9","361","","361","","","0"
"007038","Jovençan","Totale","742","3","1","2","45","61","-16","7","10","-3","0","-2","-19","723","339","723","2.1","0","0"
"007039","La Magdeleine","Maschi","63","0","0","0","2","1","1","0","0","0","0","0","1","64","","64","","","0"
"007039","La Magdeleine","Femmine","47","0","1","-1","1","2","-1","0","0","0","0","0","-2","45","","45","","","0"
"007039","La Magdeleine","Totale","110","0","1","-1","3","3","0","0","0","0","0","0","-1","109","62","109","1.7","0","0"
"007040","La Salle","Maschi","998","12","14","-2","43","31","12","9","6","3","0","1","14","1012","","1010","","","2"
"007040","La Salle","Femmine","993","8","18","-10","37","35","2","8","5","3","0","1","-4","989","","985","","","4"
"007040","La Salle","Totale","1991","20","32","-12","80","66","14","17","11","6","0","2","10","2001","1005","1995","2.0","1","6"
"007041","La Thuile","Maschi","408","0","4","-4","21","17","4","0","5","-5","0","2","-3","405","","398","","","7"
"007041","La Thuile","Femmine","412","5","1","4","9","15","-6","1","4","-3","0","0","-5","407","","407","","","0"
"007041","La Thuile","Totale","820","5","5","0","30","32","-2","1","9","-8","0","2","-8","812","424","805","1.9","3","7"
"007042","Lillianes","Maschi","221","0","3","-3","2","7","-5","0","0","0","0","-1","-9","212","","212","","","0"
"007042","Lillianes","Femmine","228","6","1","5","7","7","0","0","0","0","0","0","5","233","","233","","","0"
"007042","Lillianes","Totale","449","6","4","2","9","14","-5","0","0","0","0","-1","-4","445","219","445","2.0","0","0"
"007043","Montjovet","Maschi","914","3","13","-10","35","24","11","4","3","1","0","0","2","916","","915","","","1"
"007043","Montjovet","Femmine","881","7","6","1","27","24","3","2","1","1","0","0","5","886","","883","","","3"
"007043","Montjovet","Totale","1795","10","19","-9","62","48","14","6","4","2","0","0","7","1802","841","1798","2.1","1","4"
"007044","Morgex","Maschi","1024","4","14","-10","52","47","5","12","0","12","0","-17","-10","1014","","1010","","","4"
"007044","Morgex","Femmine","1078","10","10","0","53","46","7","6","1","5","0","-8","4","1082","","1082","","","0"
"007044","Morgex","Totale","2102","14","24","-10","105","93","12","18","1","17","0","-25","-6","2096","971","2092","2.2","2","4"
"007045","Nus","Maschi","1442","6","10","-4","79","69","10","10","3","7","0","-1","12","1454","","1442","","","12"
"007045","Nus","Femmine","1496","11","11","0","61","69","-8","12","4","8","0","0","0","1496","","1496","","","0"
"007045","Nus","Totale","2938","17","21","-4","140","138","2","22","7","15","0","-1","12","2950","1354","2938","2.2","3","12"
"007046","Ollomont","Maschi","85","1","0","1","4","3","1","0","0","0","0","1","3","88","","88","","","0"
"007046","Ollomont","Femmine","78","1","1","0","3","3","0","0","0","0","0","-1","-1","77","","77","","","0"
"007046","Ollomont","Totale","163","2","1","1","7","6","1","0","0","0","0","0","2","165","95","165","1.7","0","0"
"007047","Oyace","Maschi","118","1","2","-1","5","2","3","0","0","0","0","0","2","120","","120","","","0"
"007047","Oyace","Femmine","94","1","0","1","3","1","2","0","0","0","0","0","3","97","","97","","","0"
"007047","Oyace","Totale","212","2","2","0","8","3","5","0","0","0","0","0","5","217","105","217","2.1","0","0"
"007048","Perloz","Maschi","232","0","1","-1","3","8","-5","2","2","0","0","-1","-7","225","","223","","","2"
"007048","Perloz","Femmine","232","1","5","-4","5","5","0","5","2","3","0","1","0","232","","226","","","6"
"007048","Perloz","Totale","464","1","6","-5","8","13","-5","7","4","3","0","0","-7","457","221","449","2.0","2","8"
"007049","Pollein","Maschi","772","3","5","-2","29","39","-10","3","3","0","0","-2","-14","758","","757","","","1"
"007049","Pollein","Femmine","766","5","7","-2","32","18","14","0","1","-1","0","1","12","778","","778","","","0"
"007049","Pollein","Totale","1538","8","12","-4","61","57","4","3","4","-1","0","-1","-2","1536","681","1535","2.2","1","1"
"007050","Pontboset","Maschi","94","0","0","0","1","1","0","0","0","0","0","1","1","95","","95","","","0"
"007050","Pontboset","Femmine","83","1","0","1","0","5","-5","0","0","0","0","-1","-5","78","","78","","","0"
"007050","Pontboset","Totale","177","1","0","1","1","6","-5","0","0","0","0","0","-4","173","94","173","1.8","0","0"
"007051","Pontey","Maschi","406","4","5","-1","17","19","-2","2","0","2","0","0","-1","405","","401","","","4"
"007051","Pontey","Femmine","403","3","4","-1","12","20","-8","4","0","4","0","-2","-7","396","","389","","","7"
"007051","Pontey","Totale","809","7","9","-2","29","39","-10","6","0","6","0","-2","-8","801","368","790","2.1","2","11"
"007052","Pont-Saint-Martin","Maschi","1744","9","26","-17","60","70","-10","8","1","7","0","-10","-30","1714","","1705","","","9"
"007052","Pont-Saint-Martin","Femmine","1886","10","15","-5","72","68","4","8","0","8","0","-15","-8","1878","","1878","","","0"
"007052","Pont-Saint-Martin","Totale","3630","19","41","-22","132","138","-6","16","1","15","0","-25","-38","3592","1685","3583","2.1","1","9"
"007053","Pré-Saint-Didier","Maschi","543","6","4","2","25","18","7","4","1","3","0","-4","8","551","","547","","","4"
"007053","Pré-Saint-Didier","Femmine","480","2","3","-1","20","17","3","1","0","1","0","-3","0","480","","475","","","5"
"007053","Pré-Saint-Didier","Totale","1023","8","7","1","45","35","10","5","1","4","0","-7","8","1031","509","1022","2.0","1","9"
"007054","Quart","Maschi","2039","19","18","1","111","112","-1","9","4","5","0","-1","4","2043","","2043","","","0"
"007054","Quart","Femmine","2004","14","16","-2","108","108","0","10","9","1","0","-1","-2","2002","","1993","","","9"
"007054","Quart","Totale","4043","33","34","-1","219","220","-1","19","13","6","0","-2","2","4045","1843","4036","2.2","1","9"
"007055","Rhêmes-Notre-Dame","Maschi","46","0","0","0","3","0","3","0","0","0","0","0","3","49","","46","","","3"
"007055","Rhêmes-Notre-Dame","Femmine","35","0","1","-1","2","0","2","0","0","0","0","0","1","36","","36","","","0"
"007055","Rhêmes-Notre-Dame","Totale","81","0","1","-1","5","0","5","0","0","0","0","0","4","85","43","82","1.9","1","3"
"007056","Rhêmes-Saint-Georges","Maschi","92","0","1","-1","3","2","1","0","0","0","0","0","0","92","","92","","","0"
"007056","Rhêmes-Saint-Georges","Femmine","85","0","2","-2","0","1","-1","0","0","0","0","0","-3","82","","82","","","0"
"007056","Rhêmes-Saint-Georges","Totale","177","0","3","-3","3","3","0","0","0","0","0","0","-3","174","87","174","2.0","0","0"
"007057","Roisan","Maschi","518","4","3","1","31","33","-2","6","1","5","0","0","4","522","","518","","","4"
"007057","Roisan","Femmine","505","3","2","1","33","23","10","1","1","0","0","0","11","516","","506","","","10"
"007057","Roisan","Totale","1023","7","5","2","64","56","8","7","2","5","0","0","15","1038","463","1024","2.2","1","14"
"007058","Saint-Christophe","Maschi","1705","14","13","1","83","70","13","10","3","7","0","-9","12","1717","","1682","","","35"
"007058","Saint-Christophe","Femmine","1730","13","16","-3","83","83","0","10","7","3","0","-1","-1","1729","","1723","","","6"
"007058","Saint-Christophe","Totale","3435","27","29","-2","166","153","13","20","10","10","0","-10","11","3446","1558","3405","2.2","3","41"
"007059","Saint-Denis","Maschi","200","0","4","-4","8","5","3","0","0","0","0","0","-1","199","","199","","","0"
"007059","Saint-Denis","Femmine","182","0","0","0","4","2","2","1","1","0","0","-1","1","183","","183","","","0"
"007059","Saint-Denis","Totale","382","0","4","-4","12","7","5","1","1","0","0","-1","0","382","181","382","2.1","0","0"
"007060","Saint-Marcel","Maschi","680","4","7","-3","27","27","0","3","0","3","0","-4","-4","676","","669","","","7"
"007060","Saint-Marcel","Femmine","678","4","3","1","34","26","8","2","1","1","0","1","11","689","","689","","","0"
"007060","Saint-Marcel","Totale","1358","8","10","-2","61","53","8","5","1","4","0","-3","7","1365","608","1358","2.2","1","7"
"007061","Saint-Nicolas","Maschi","165","0","4","-4","7","2","5","1","1","0","0","0","1","166","","166","","","0"
"007061","Saint-Nicolas","Femmine","158","1","1","0","1","5","-4","0","0","0","0","0","-4","154","","154","","","0"
"007061","Saint-Nicolas","Totale","323","1","5","-4","8","7","1","1","1","0","0","0","-3","320","163","320","2.0","0","0"
"007062","Saint-Oyen","Maschi","82","0","0","0","12","3","9","0","0","0","0","-2","7","89","","89","","","0"
"007062","Saint-Oyen","Femmine","109","0","2","-2","10","1","9","0","0","0","0","-6","1","110","","93","","","17"
"007062","Saint-Oyen","Totale","191","0","2","-2","22","4","18","0","0","0","0","-8","8","199","87","182","2.1","1","17"
"007063","Saint-Pierre","Maschi","1605","14","19","-5","69","63","6","10","3","7","0","-3","5","1610","","1597","","","13"
"007063","Saint-Pierre","Femmine","1567","14","11","3","80","65","15","7","4","3","0","-3","18","1585","","1578","","","7"
"007063","Saint-Pierre","Totale","3172","28","30","-2","149","128","21","17","7","10","0","-6","23","3195","1493","3175","2.1","3","20"
"007064","Saint-Rhémy-en-Bosses","Maschi","179","1","2","-1","6","12","-6","4","1","3","0","0","-4","175","","147","","","28"
"007064","Saint-Rhémy-en-Bosses","Femmine","157","1","4","-3","4","5","-1","1","0","1","0","0","-3","154","","154","","","0"
"007064","Saint-Rhémy-en-Bosses","Totale","336","2","6","-4","10","17","-7","5","1","4","0","0","-7","329","175","301","1.7","3","28"
"007065","Saint-Vincent","Maschi","2160","12","28","-16","83","73","10","16","13","3","0","-9","-12","2148","","2147","","","1"
"007065","Saint-Vincent","Femmine","2294","20","28","-8","80","75","5","18","23","-5","0","-2","-10","2284","","2269","","","15"
"007065","Saint-Vincent","Totale","4454","32","56","-24","163","148","15","34","36","-2","0","-11","-22","4432","2315","4416","1.9","1","16"
"007066","Sarre","Maschi","2345","10","23","-13","110","100","10","14","17","-3","0","-4","-10","2335","","2309","","","26"
"007066","Sarre","Femmine","2465","20","17","3","122","94","28","9","23","-14","0","0","17","2482","","2473","","","9"
"007066","Sarre","Totale","4810","30","40","-10","232","194","38","23","40","-17","0","-4","7","4817","2207","4782","2.2","5","35"
"007067","Torgnon","Maschi","308","3","4","-1","6","5","1","0","1","-1","0","0","-1","307","","307","","","0"
"007067","Torgnon","Femmine","269","0","6","-6","2","6","-4","2","0","2","0","-1","-9","260","","260","","","0"
"007067","Torgnon","Totale","577","3","10","-7","8","11","-3","2","1","1","0","-1","-10","567","288","567","2.0","0","0"
"007068","Valgrisenche","Maschi","110","0","0","0","3","1","2","0","0","0","0","0","2","112","","112","","","0"
"007068","Valgrisenche","Femmine","83","0","1","-1","2","1","1","1","0","1","0","0","1","84","","84","","","0"
"007068","Valgrisenche","Totale","193","0","1","-1","5","2","3","1","0","1","0","0","3","196","118","196","1.6","0","0"
"007069","Valpelline","Maschi","325","2","2","0","19","15","4","3","0","3","0","-1","6","331","","330","","","1"
"007069","Valpelline","Femmine","280","3","4","-1","18","11","7","4","0","4","0","-3","7","287","","287","","","0"
"007069","Valpelline","Totale","605","5","6","-1","37","26","11","7","0","7","0","-4","13","618","305","617","2.0","1","1"
"007070","Valsavarenche","Maschi","87","1","1","0","0","3","-3","5","0","5","0","-1","1","88","","88","","","0"
"007070","Valsavarenche","Femmine","90","0","0","0","0","3","-3","1","0","1","0","-1","-3","87","","87","","","0"
"007070","Valsavarenche","Totale","177","1","1","0","0","6","-6","6","0","6","0","-2","-2","175","107","175","1.6","0","0"
"007071","Valtournenche","Maschi","1177","17","10","7","27","34","-7","7","8","-1","0","2","1","1178","","1168","","","10"
"007071","Valtournenche","Femmine","1100","4","15","-11","23","42","-19","11","5","6","0","1","-23","1077","","1073","","","4"
"007071","Valtournenche","Totale","2277","21","25","-4","50","76","-26","18","13","5","0","3","-22","2255","1162","2241","1.9","4","14"
"007072","Verrayes","Maschi","646","1","5","-4","21","23","-2","2","2","0","0","4","-2","644","","644","","","0"
"007072","Verrayes","Femmine","633","3","13","-10","19","22","-3","1","2","-1","0","1","-13","620","","620","","","0"
"007072","Verrayes","Totale","1279","4","18","-14","40","45","-5","3","4","-1","0","5","-15","1264","622","1264","2.0","0","0"
"007073","Verrès","Maschi","1261","11","13","-2","64","40","24","13","12","1","0","-15","8","1269","","1247","","","22"
"007073","Verrès","Femmine","1324","9","18","-9","41","44","-3","11","9","2","0","-6","-16","1308","","1303","","","5"
"007073","Verrès","Totale","2585","20","31","-11","105","84","21","24","21","3","0","-21","-8","2577","1267","2550","2.0","4","27"
"007074","Villeneuve","Maschi","691","4","5","-1","31","43","-12","6","2","4","0","-12","-21","670","","653","","","17"
"007074","Villeneuve","Femmine","608","2","11","-9","28","30","-2","3","3","0","0","-8","-19","589","","587","","","2"
"007074","Villeneuve","Totale","1299","6","16","-10","59","73","-14","9","5","4","0","-20","-40","1259","589","1240","2.1","1","19"